DATE,humidity,pressure,radiation,precipitation,temp_mean,temp_min,temp_max,wind_speed
20020301,0.78,1.0115,0.86,1.64,6.8,4.9,9.9,4.5
20020302,0.92,1.0129,0.26,0.16,3.4,2,5,4.5
20020303,0.85,1.0207,0.84,0,3.1,-0.5,6.4,3.6
20020304,0.8,1.0201,1.52,0,3.1,-2,9.7,4.4
20020305,0.78,1.0128,1.28,0,3.7,-1.3,9.2,3.1
20020306,0.75,1.0137,1.46,0.01,4.8,0,12.4,4.2
20020307,0.71,1.0225,0.63,0,9.6,6.3,12.1,3.4
20020308,0.74,1.0251,1.6,0,9.4,4,15.1,1.9
20020309,0.71,1.0183,1.31,0,8.3,1.6,14.6,3.1
20020310,0.64,1.0212,1.76,0,8.7,4.9,13.7,2.6
20020311,0.54,1.0191,1.74,0,11,2.9,20,2.6
20020312,0.48,1.016,1.45,0,12.6,6.4,19.4,3
20020313,0.52,1.0133,1.73,0,13.8,6.8,20.9,4
20020314,0.86,1.0102,0.28,0.01,6.5,5.2,10.7,4.4
20020315,0.84,1.0139,1.15,0,8.1,3.9,13.1,3.8
20020316,0.71,1.0156,1.53,0,10.2,3.7,16.8,2.6
20020317,0.67,1.0134,1.41,0,11.5,5.2,17.5,4.1
20020318,0.59,1.0109,1.18,0.06,12.6,7.7,18.6,7.8
20020319,0.72,1.0095,0.7,0.32,14.6,12.7,16.6,9.2
20020320,0.69,1.0206,0.81,0.02,14.5,11.7,17.4,6.6
20020321,0.68,1.023,1.31,0.09,13.8,10.7,17.8,4.6
20020322,0.77,1.0251,0.61,0.16,9.7,7.6,11.9,2.5
20020323,0.67,1.029,1.7,0,5.1,2,8.9,3
20020324,0.62,1.0311,0.88,0,4.8,1.3,7.7,4.9
20020325,0.6,1.0284,2.07,0,2.6,-2.5,8.4,4.2
20020326,0.64,1.0274,2.14,0,3,-3.4,9.3,3.4
20020327,0.62,1.0279,2.09,0,3.4,-3.1,11,6
20020328,0.5,1.026,2.19,0,6,-1.2,13.3,5
20020329,0.48,1.0232,2.2,0,9.9,3.8,17.2,3.2
20020330,0.66,1.0244,0.66,0,6.6,2.8,11,2.6
20020331,0.57,1.0206,2.06,0,9.7,3,17.1,2.2
20020401,0.5,1.0176,2.22,0,11.2,3.4,19.1,2.2
20020402,0.46,1.0142,2.3,0,12.6,4.6,20.3,3.2
20020403,0.48,1.0053,2.22,0,12.8,5.2,20.5,3.9
20020404,0.52,1.0041,2.2,0,11.1,3.2,19.5,4
20020405,0.47,1.0053,2.3,0,10.1,2.6,16.7,2
20020406,0.38,1.0119,2.44,0,8.2,3.8,14.1,8
20020407,0.48,1.017,1.82,0.16,5.8,-0.3,13.9,6.1
20020408,0.59,1.0171,1.11,0,7.8,3.9,11.3,6.1
20020409,0.49,1.0141,2.15,0,6.6,-1.4,15.1,6.8
20020410,0.49,1.0086,1.99,0,7.3,1.4,14.3,7.2
20020411,0.58,1.0033,2.31,0,10.3,4.4,15.6,5.6
20020412,0.71,0.997,1.36,0.78,9.5,4.3,13.8,5.9
20020413,0.96,1.0009,0.23,1.95,7.6,6,9.4,4.5
20020414,0.92,1.0116,0.45,0.55,5.3,2.6,7.1,1.8
20020415,0.79,1.0163,1.51,0.04,5.7,2.2,10.4,1.6
20020416,0.81,1.0178,1.37,0.02,4.9,0,10,1.6
20020417,0.74,1.0185,1.15,0,8.6,5.1,11.7,2.9
20020418,0.66,1.0193,2.18,0.05,10,3.4,16.7,3.1
20020419,0.74,1.0232,1.62,0.01,8.8,4,14.4,2.5
20020420,0.8,1.0292,1.99,0.11,7,2.4,13.1,2.8
20020421,0.78,1.0328,1.14,0,9.2,4.1,15.2,3.1
20020422,0.68,1.0314,2.39,0,12.2,4.7,18.6,1.8
20020423,0.62,1.0293,2.26,0,14,6.3,21,2.9
20020424,0.8,1.027,0.88,0.04,13.1,10,16.5,2
20020425,0.65,1.0212,2.03,0,16.6,11.2,22.5,2.4
20020426,0.77,1.0134,0.95,0.53,12.7,9.1,19.7,5.1
20020427,0.62,1.0166,2.05,0,9.6,6.6,13.7,4.6
20020428,0.55,1.0097,1.84,0,11.7,4.4,18.3,7.4
20020429,0.57,1.0135,1.62,0.03,11.8,8.2,14.9,6.9
20020430,0.56,1.0132,2.88,0,14,6.8,21.3,7.4
20020501,0.84,1.0118,0.45,2.55,10.5,8.3,15.1,4.5
20020502,0.92,1.0115,0.7,1.88,8.9,8,10.3,2.9
20020503,0.96,1.0126,0.2,1.16,6.9,6.4,8.2,2.9
20020504,0.94,1.0141,0.26,1.85,7,5.1,8.2,2.4
20020505,0.79,1.018,1.41,0,7.3,3.5,10.1,3.4
20020506,0.8,1.0217,1.88,0,7.9,1.2,14.3,2.9
20020507,0.83,1.0176,2.46,0,11.4,5.3,17.7,4
20020508,0.89,1.0094,1.16,0,12.5,8.4,16.9,4
20020509,0.78,1.0085,1.99,0.38,16,10.7,22.4,2.9
20020510,0.67,1.009,3.03,0,15.2,9.2,22.2,3.5
20020511,0.77,1.0117,1.25,0,14,10.7,17.3,3.4
20020512,0.79,1.0157,1.65,2.51,13.4,10.6,17.9,2.6
20020513,0.76,1.0163,2.18,0.12,15.1,10.6,20.7,5.9
20020514,0.62,1.023,2.98,0,15.3,9.9,20.6,5.5
20020515,0.57,1.0264,3.17,0,16.1,7.8,22.8,2.2
20020516,0.56,1.0207,3.15,0,19,8.8,27.4,4.4
20020517,0.55,1.0128,3.01,0,21.8,12.2,29.5,4.4
20020518,0.77,1.0179,0.76,0.61,15.1,11.6,19.7,3.8
20020519,0.81,1.0224,0.92,0,13.7,10.8,17,3.4
20020520,0.66,1.0157,3.27,0,16,9.1,22.8,3.6
20020521,0.57,1.0072,3.08,0,19.1,10.7,26.2,3.9
20020522,0.65,1.0047,1.58,0,18.2,12.3,23.8,5
20020523,0.89,1.0108,0.32,1.98,11.3,10.1,13.6,3.5
20020524,0.76,1.0145,2.3,0,14.3,9.5,19.3,5.6
20020525,0.85,1.0171,0.9,0.88,11.2,6.7,15.2,5.4
20020526,0.78,1.0125,2.37,0.14,11.9,5.8,17.2,7.1
20020527,0.86,1.0107,0.83,0.18,10.7,8.9,12.3,4
20020528,0.73,1.0136,1.92,0,12.4,8.1,17.6,4.6
20020529,0.72,1.0204,1.64,0.01,12.7,9.1,16.8,3
20020530,0.65,1.0242,3.21,0,14.4,6.9,20.9,1.9
20020531,0.6,1.0248,3.33,0,16.9,8.7,23.4,4.4
20020601,0.63,1.022,3.32,0,17.7,8.4,25.4,4.8
20020602,0.59,1.0176,3.18,0,19,9.8,27.4,2.2
20020603,0.72,1.0129,1.26,0.01,17.4,12.7,21.3,2.9
20020604,0.81,1.0073,2.3,0.12,19.8,14.1,27.2,2.4
20020605,0.92,1.0001,0.84,1.58,15.3,13,21.8,4.5
20020606,0.85,1.0015,1.85,0.19,15.9,13.1,19.6,3.9
20020607,0.78,1.0082,1.37,0,14.4,12.2,18.6,5.5
20020608,0.75,1.0092,2.13,0.49,15.5,12,20.9,4.4
20020609,0.9,1.0106,0.92,1.24,15.2,13.2,18.2,4.5
20020610,0.75,1.0172,1.55,0,13.1,9.8,15.9,5.6
20020611,0.71,1.0204,2.14,0,14.5,9.7,19.5,5.4
20020612,0.67,1.0198,3.15,0,17.7,9.4,25.5,4.4
20020613,0.65,1.0196,3.14,0,20.9,13.5,27,3.4
20020614,0.64,1.0176,3.28,0,22.9,13.3,30.3,5
20020615,0.64,1.0167,2.88,0,23.9,18,30.6,1.9
20020616,0.74,1.019,2.38,0,23.3,18.3,29.4,1.9
20020617,0.61,1.0181,3.13,0,25.8,17.7,34.2,2.1
20020618,0.56,1.0174,3.11,0,26.8,18.5,34.5,3.9
20020619,0.65,1.0181,3.11,0.22,25.1,18.5,31.6,3.8
20020620,0.8,1.0194,2.02,2.06,23.3,18.2,28,2.5
20020621,0.76,1.0204,2.79,0,23,18,28.6,2.2
20020622,0.74,1.0206,3.11,0,24.2,18.7,29.4,2.2
20020623,0.69,1.0178,3.17,1.29,24.6,18.6,30.6,2.8
20020624,0.89,1.0223,0.89,0.7,18.9,17.4,20.4,3.4
20020625,0.66,1.0244,3.04,0,19.1,13.9,25.2,2.6
20020626,0.63,1.0212,3.34,0,20.1,12.4,26.8,2.1
20020627,0.66,1.015,2.15,0.03,19.8,14.4,26.1,2.9
20020628,0.59,1.0178,2.52,0,16,11.3,20.4,3
20020629,0.6,1.0216,3.33,0,15.6,9.3,21.6,1.9
20020630,0.58,1.0179,3.33,0,16.5,8.8,23.9,3
20020701,0.55,1.0113,2.95,0.07,19.7,11.9,26.1,5.4
20020702,0.74,1.0107,0.58,0.01,16.6,15.1,18,6
20020703,0.68,1.0089,1.78,0.6,17.8,12.8,24,6.5
20020704,0.73,1.0199,1.74,0,14.7,10.4,18.4,3.2
20020705,0.65,1.0156,3.34,0.43,17.2,9.1,24.7,3.8
20020706,0.82,1.017,1.45,0.09,16.1,13.8,21,3.1
20020707,0.71,1.0189,2.76,0,19.4,13.6,25.2,1.9
20020708,0.67,1.0141,3.13,0,21.9,13.7,29.8,2.6
20020709,0.77,1.0109,2.01,0.7,21.5,17.5,28.3,4.4
20020710,0.85,1.0137,0.94,0.21,15.9,12.1,21,3.8
20020711,0.7,1.0206,2.59,0,17.2,11.2,23.3,2.1
20020712,0.64,1.0183,3.17,0.83,19.6,12.1,26.6,2.2
20020713,0.8,1.0165,1.83,0.89,17.6,15.2,23,5.2
20020714,0.85,1.0193,1.7,0.06,17.4,14.9,21.4,4
20020715,0.9,1.0145,0.53,0.75,17.8,16.6,19.9,4.9
20020716,0.95,1.0121,0.3,1.51,16.1,15.5,17.7,4.2
20020717,0.94,1.0145,0.39,2.64,16.2,14.4,17.3,3.1
20020718,0.76,1.0165,2.15,0,17.9,13.8,23,2.9
20020719,0.72,1.017,3.13,0,17.7,11.6,23.8,3.8
20020720,0.68,1.0161,3.09,0,19.8,12,27,2.9
20020721,0.7,1.0149,1.48,0,20.2,15.8,24.4,3.4
20020722,0.63,1.0191,3.02,0,18.4,13.1,23.7,2.8
20020723,0.64,1.0161,3.08,0,19.1,12.2,26.4,3.9
20020724,0.68,1.0162,1.72,0,19,15.5,22.1,4
20020725,0.66,1.0175,1.62,0,18.4,14.8,21,2.8
20020726,0.71,1.0197,1.2,0.01,18,14.4,21.6,2
20020727,0.69,1.0184,2.92,0,20.8,13.4,27.8,2.2
20020728,0.67,1.0173,3.06,0,22.1,15.2,28.8,2.5
20020729,0.67,1.0155,2.9,0,23.4,17,30.4,2.4
20020730,0.69,1.0107,2.14,0.21,23.5,17.3,29.6,1.9
20020731,0.82,1.0105,1.69,0.38,19.8,16.5,25.1,4.1
20020801,0.86,1.0137,1.29,0.6,16.6,12.5,22.5,3.6
20020802,0.69,1.015,2.69,0.44,18.4,11.2,25.6,4.9
20020803,0.86,1.0148,1.46,0.57,18.4,15.3,22.5,4
20020804,0.92,1.0146,0.96,1.48,17.2,14.6,20.1,2.9
20020805,0.78,1.0146,2.28,0.41,17.8,13,23.8,2.1
20020806,0.88,1.0143,1.11,1.79,16.6,14.9,20.1,3.6
20020807,0.83,1.0165,1.37,0.46,16.9,14,21.8,3.1
20020808,0.76,1.0132,2.55,0,17.5,12.4,23.7,3.4
20020809,0.88,1.0085,1.18,0.56,15.8,13,21.1,5.6
20020810,0.94,1.006,0.48,2.1,13.5,12.1,14.9,5
20020811,0.9,1.0074,0.33,0.72,14.2,12,16.8,4.4
20020812,0.77,1.0142,1.32,0.08,16.4,14.7,20.3,3.5
20020813,0.72,1.0202,2.42,0,18.1,13.2,23,1.5
20020814,0.7,1.0192,2.77,0,18,11.1,25.9,3.2
20020815,0.72,1.017,2.79,0,19.6,12.3,26.8,2
20020816,0.7,1.017,2.75,0,20.9,14.2,27.6,1.4
20020817,0.73,1.0148,2.66,0,21.5,14.7,27.6,1.6
20020818,0.67,1.0132,2.69,0,22,15.4,29.3,2
20020819,0.64,1.0146,2.4,0,23,16.3,30.9,1.8
20020820,0.84,1.0161,1.03,0.3,19.5,16.5,25.9,3
20020821,0.71,1.0167,1.98,0,18.5,13.5,22.4,2
20020822,0.73,1.0159,2.49,0,17.2,10.9,23.9,3.9
20020823,0.76,1.0159,1.96,0,19.5,14.7,25.5,3
20020824,0.78,1.0187,1.84,0,19.9,15.9,24.8,2.4
20020825,0.82,1.0191,1.89,0,19.5,15.6,24.7,4.1
20020826,0.82,1.0155,1.26,0.6,18.3,14.4,23.8,2.5
20020827,0.84,1.0155,1,0.72,18,15.5,21.2,1.8
20020828,0.78,1.0144,2.16,0,19.4,15.7,24.5,3.1
20020829,0.82,1.0163,1.65,0,20.1,17.3,25.1,2.4
20020830,0.83,1.0184,1.64,0,20.3,16.3,25.6,1.4
20020831,0.86,1.0191,1.13,0.2,19.1,17.4,24.6,3.1
20020901,0.89,1.0237,0.22,0.01,15.5,14.7,18.4,5.1
20020902,0.79,1.0232,0.75,0,16.2,14.3,18.4,3.8
20020903,0.92,1.0165,0.45,1.29,14.6,13.7,16.6,1.9
20020904,0.84,1.0146,1.42,0,17.7,14.4,23.1,3.5
20020905,0.8,1.0153,1.57,0,17.4,13.2,23,2.6
20020906,0.78,1.0177,1.52,0,17.9,14.3,22.2,3.1
20020907,0.83,1.0145,1.77,0.2,16.6,12.8,23.4,3.6
20020908,0.75,1.012,2.11,0,18.8,13.1,25.4,3.2
20020909,0.84,1.0132,1.09,1.92,17.1,14.2,22.8,5.5
20020910,0.89,1.0211,0.97,0.24,14.4,10.8,17.7,1.9
20020911,0.92,1.0224,0.66,0.18,12.9,10.4,15.2,3.1
20020912,0.78,1.0192,1.38,0,15.2,11.4,21.1,4
20020913,0.69,1.0199,2.12,0,13.1,7.5,20.5,4.6
20020914,0.73,1.0201,2.05,0,12.9,6.4,20.1,5.2
20020915,0.76,1.0187,1.56,0,14.2,9.6,19.7,4.5
20020916,0.75,1.0178,1.96,0,12.2,6.3,19.2,5.6
20020917,0.76,1.0167,2.04,0,13,6,20.5,4.8
20020918,0.76,1.0146,1.92,0,16,9.2,24,2.8
20020919,0.92,1.0153,0.55,0.53,17,15.3,19.6,1.6
20020920,0.84,1.017,1.24,0.02,18,14.4,22.5,3.1
20020921,0.82,1.0147,1.07,0,14.3,12.2,18.1,4.2
20020922,0.74,1.0102,1.33,1.02,13.1,10,18,3.9
20020923,0.93,1.0107,0.45,1.6,9.2,7.5,10.9,4.2
20020924,0.94,1.0141,0.21,1.84,6.3,5.3,7.6,4.1
20020925,0.91,1.0187,0.35,0.02,6.4,5.1,8.3,2.9
20020926,0.89,1.0198,0.47,1.16,8.9,6.4,11.1,2.9
20020927,0.84,1.0235,1.4,0,10.8,8.6,15.3,1.9
20020928,0.83,1.0271,1.43,0,9.9,5.2,14.4,3.9
20020929,0.73,1.0284,1.86,0,8.7,2.3,16.8,4.2
20020930,0.75,1.0266,1.8,0,10.7,4.6,19.1,2.9
20021001,0.77,1.0243,1.81,0,11.6,6.1,20.3,2.2
20021002,0.82,1.0237,1.49,0,12.2,7.2,19.9,1.5
20021003,0.79,1.0244,1.51,0.02,13.9,8.4,20.8,1.9
20021004,0.92,1.025,0.56,0.89,13.6,10.1,18,2.8
20021005,0.8,1.0246,1.36,0.9,11.7,8.7,15.9,1.6
20021006,0.91,1.015,0.33,1.73,11,9.6,13.6,3
20021007,0.87,1.0171,1,0.01,9,5.2,13.8,3
20021008,0.83,1.013,1.33,0.01,9.1,4.6,14.4,4.2
20021009,0.84,1.0084,1.21,0,8.5,4.7,13,4.6
20021010,0.88,1.0069,0.75,0,7.6,4.9,10.1,3.1
20021011,0.9,1.0099,0.26,0,9.4,8.4,11.2,1.4
20021012,0.87,1.0125,0.66,0.24,9.8,8.3,13.6,4.1
20021013,0.77,1.0136,1.28,0.38,10.4,7.9,14.8,4.4
20021014,0.93,1.0142,0.17,0.83,10.6,9.3,12.3,3.2
20021015,0.93,1.013,0.56,3.04,12.1,9,14.7,5.2
20021016,0.84,1.0061,0.92,2.59,15.9,11.9,22.5,5.4
20021017,0.85,1.0056,0.37,1.14,10.8,8.3,12.4,4.2
20021018,0.76,1.0137,0.47,0.47,7.4,4.7,10.8,3.9
20021019,0.82,1.0208,0.63,0.01,6.6,3.4,11.4,2.2
20021020,0.82,1.0174,0.82,0,6.8,3,12.1,3.9
20021021,0.88,1.0066,0.45,1.42,9.7,6.6,14.3,3.6
20021022,0.74,1.0002,0.49,0.03,13.7,10.9,17.9,8.2
20021023,0.75,1.0074,0.39,0.74,10.7,6.2,16.7,5.6
20021024,0.78,1.0155,0.81,0.75,8.7,5.1,12.4,5
20021025,0.79,1.0093,0.32,0.29,13,8.2,17.5,7.5
20021026,0.57,1.0207,1.08,0,13.1,8.3,16.7,5.2
20021027,0.63,1.0202,0.41,0,14.1,7.1,21.6,7.4
20021028,0.68,1.0325,1.11,0,9.2,4.3,12.9,2.9
20021029,0.72,1.0229,0.88,0,7.4,2.3,12.4,2.8
20021030,0.73,1.0168,1.05,0,10.5,4,18.7,2.6
20021031,0.82,1.0187,0.88,0,11.4,7.3,18.1,2
20021101,0.85,1.0211,0.39,0.03,12.7,9.4,15.2,4.1
20021102,0.92,1.0165,0.11,2.84,12.1,10.2,13.6,6.1
20021103,0.84,1.0117,0.38,0.29,13,9.2,16.3,6.5
20021104,0.83,1.0175,0.31,0.3,9.2,8,10.3,3.2
20021105,0.88,1.0246,0.53,0.48,7.9,5,10.3,1.1
20021106,0.85,1.0215,0.58,0.16,5.8,3.1,9.5,4.8
20021107,0.86,1.0148,0.17,0.76,5,1.9,7.3,4.1
20021108,0.73,1.0189,0.56,0.08,5.6,3.3,8.4,4.8
20021109,0.8,1.0066,0.16,0.69,9.4,6.4,11.5,4.6
20021110,0.93,1.0116,0.32,0.7,5.9,3.1,8.5,5.2
20021111,0.82,1.0108,0.34,0.57,10.5,6,14.4,4.6
20021112,0.84,1.0141,0.88,0.46,6.6,2.9,12.5,5.2
20021113,0.85,1.0032,0.38,0.19,7.8,5.9,12,7.4
20021114,0.88,0.995,0.12,3.04,6.8,5.1,9,5.1
20021115,0.9,0.9953,0.38,0.27,8.5,6.3,10.9,2
20021116,0.94,0.9989,0.07,1.29,8.8,7.1,10,1
20021117,0.87,1.0131,0.7,0,9,5.1,13.3,1.9
20021118,0.92,1.0143,0.27,0.5,6.4,4.7,7.9,1.2
20021119,0.95,1.0125,0.15,0.16,7,4.8,7.9,3.2
20021120,0.84,1.0121,0.69,0,6.5,4.1,8.5,2.8
20021121,0.83,1.0004,0.45,0.44,6.7,2.7,10.4,6.1
20021122,0.84,1.0053,0.34,0.03,6.8,5.4,10,5
20021123,0.8,1.01,0.51,1.38,6.8,3.9,9.4,3.4
20021124,0.96,1.0093,0.16,1.28,7.4,6.7,8.2,2.2
20021125,0.94,1.0064,0.11,0.47,7,6.3,8.2,3.4
20021126,0.95,1.0147,0.17,0.26,7.8,7.1,8.7,2.5
20021127,0.88,1.0163,0.59,0,8.6,6.9,10.9,3.2
20021128,0.89,1.0153,0.55,0.58,7.9,6.2,9.9,3.9
20021129,0.86,1.0163,0.39,0,8.4,6.2,11,3.6
20021130,0.9,1.0221,0.2,0.48,6.5,4.6,8.4,2.5
20021201,0.88,1.0152,0.57,0.45,4.8,3.1,7.5,5.4
20021202,0.83,1.0083,0.15,0.08,6.2,4.7,7.5,5
20021203,0.92,1.0111,0.18,0.21,5,4.4,6,1.4
20021204,0.9,1.0164,0.09,0,4.8,4.2,5.5,2.8
20021205,0.9,1.016,0.09,0,4.3,3.9,5.8,5.2
20021206,0.89,1.0193,0.06,0.1,3.8,2.2,5.9,5.5
20021207,0.92,1.0195,0.1,0.02,2.3,1.3,3.4,3.2
20021208,0.79,1.021,0.09,0,2.3,1.3,3.2,3.1
20021209,0.78,1.0211,0.08,0.04,-0.4,-1.7,1.4,5.1
20021210,0.79,1.0225,0.41,0,-0.9,-1.6,0.2,5.2
20021211,0.83,1.0223,0.4,0,-1.9,-2.6,-0.5,3.5
20021212,0.84,1.0231,0.5,0,-0.5,-2.5,2.1,3
20021213,0.9,1.0259,0.48,0,1.8,-1,4.7,2.6
20021214,0.88,1.0207,0.42,0.26,1.3,-0.1,3.1,5.2
20021215,0.88,1.0172,0.38,0.3,4.4,1.5,8.9,7.1
20021216,0.85,1.0179,0.16,1.37,7.1,6.4,8.4,1.6
20021217,0.89,1.0196,0.27,0,6.3,4.2,7.8,4.9
20021218,0.88,1.027,0.2,0,2.8,2.3,4.4,6.1
20021219,0.76,1.0289,0.47,0,1.6,-0.1,3.1,4.5
20021220,0.85,1.0246,0.23,0.53,2.6,0.1,4.9,2.9
20021221,0.96,1.0214,0.11,0.31,6.8,4.4,9.8,3.2
20021222,0.9,1.0158,0.07,0.44,9,6.5,14,5.6
20021223,0.93,1.0146,0.32,0,10.6,8,12.9,3.8
20021224,0.9,1.0158,0.29,0,9.3,7.2,11.9,3.9
20021225,0.9,1.0176,0.28,0.04,8.3,6.4,10.4,4.9
20021226,0.87,1.0127,0.16,0.07,7.5,5.7,12.9,6.4
20021227,0.82,1.002,0.36,0,8.2,6.7,10.4,3
20021228,0.9,1.0041,0.1,0.26,7.3,5.2,9.3,3.8
20021229,0.79,1.0126,0.16,0.17,7.8,6.1,13,7
20021230,0.65,1.0077,0.15,0,12.5,9.7,14.7,4.8
20021231,0.77,1.0099,0.18,0.09,9.3,8.1,10.9,5.4
20030101,0.77,1.0104,0.47,0.25,8.3,7.2,14.6,6.9
20030102,0.65,0.9995,0.08,0.68,14.1,8.7,15.9,9.5
20030103,0.64,1.0036,0.17,0.86,9.2,7.1,10.9,4.8
20030104,0.85,1.004,0.15,0.39,5.3,-0.3,7.5,4
20030105,0.81,1.0123,0.09,0.1,-2.1,-2.9,-0.3,4
20030106,0.87,1.012,0.23,0.03,-3.6,-4.7,-2.4,5.8
20030107,0.86,1.0152,0.19,0.05,-4.3,-6.6,-2.8,5.8
20030108,0.73,1.0124,0.35,0,-4.8,-7.5,-3.6,7.2
20030109,0.75,1.0146,0.29,0,-5.6,-7.1,-4.9,4.5
20030110,0.77,1.022,0.2,0.02,-7.4,-8.5,-5.7,2.1
20030111,0.69,1.0289,0.28,0,-5,-7.9,-2.7,6.2
20030112,0.7,1.0344,0.7,0,-8,-11.2,-4.6,4.1
20030113,0.77,1.0367,0.3,0.3,-5.9,-11.2,-1.3,2.1
20030114,0.92,1.0372,0.52,0.06,2,-1.6,4.3,1.2
20030115,0.89,1.0318,0.69,0,1.5,-1.8,6.3,1.8
20030116,0.88,1.0318,0.31,0,2.7,-1.8,5,1.2
20030117,0.82,1.0254,0.7,0,2.5,-0.2,5.8,3.9
20030118,0.82,1.0213,0.66,0,2.6,-0.2,7,3.2
20030119,0.88,1.0141,0.54,0.05,1.4,-0.8,4,6.1
20030120,0.85,1.0097,0.63,0.11,3.9,0.3,8,7.1
20030121,0.91,0.998,0.12,0.79,3.3,2.2,4.6,6.2
20030122,0.72,1.0026,0.36,0.09,6.8,3.3,8.8,5.8
20030123,0.83,1.0193,0.33,0.68,4.8,3.9,6.6,4.8
20030124,0.84,1.035,0.22,0,2.4,0.3,5,1.9
20030125,0.82,1.0351,0.33,0,1.1,-0.6,3.3,2.1
20030126,0.86,1.0329,0.22,0.14,2.3,0,3.9,2.8
20030127,0.94,1.0311,0.22,0.05,4.4,2.5,9.1,3.2
20030128,0.73,1.0204,0.54,0.44,6.5,3.5,9.6,6.2
20030129,0.8,1.0054,0.2,0.14,2.1,0.7,4.1,5.9
20030130,0.8,1.0037,0.31,0.07,0.5,-1.7,2.1,5.4
20030131,0.79,1.0153,0.46,0.02,-4.6,-9.2,-1.2,4.1
20030201,0.72,1.0238,0.94,0.2,-5.8,-10.8,-1.9,3.2
20030202,0.83,1.0168,0.55,0.2,-0.8,-4.6,5.3,4.5
20030203,0.8,1.0014,0.22,1.07,4.9,3.5,7.5,5.5
20030204,0.88,0.9978,0.37,1.45,0.4,-2.1,3.7,5
20030205,0.79,1.0089,0.7,0.01,0.1,-0.6,1.9,3.6
20030206,0.78,1.0216,0.8,0.03,0.2,-3.9,2.6,2
20030207,0.78,1.0269,0.69,0,-1.6,-5.3,1.8,1.5
20030208,0.79,1.0255,0.42,0,1.5,-0.1,3.5,1.6
20030209,0.83,1.0214,0.38,0,1.3,-1,3.2,4.2
20030210,0.83,1.0238,0.69,0,-0.1,-2.4,3.5,1.6
20030211,0.72,1.0273,0.34,0,0.3,-1.4,1.3,1.2
20030212,0.72,1.0279,0.29,0,-2.8,-3.8,-1.4,3.1
20030213,0.66,1.0253,0.33,0,-3,-4.4,-1.7,4
20030214,0.69,1.0269,0.47,0,-4,-6.5,-1.4,2.9
20030215,0.63,1.0302,1.02,0,-2.5,-5,0.5,3.8
20030216,0.63,1.0296,0.42,0,-2.6,-6,0.2,5.1
20030217,0.59,1.0304,1,0,-2.4,-3.6,-0.5,4.6
20030218,0.65,1.026,1.13,0,-3.8,-6.8,-1,3.9
20030219,0.61,1.019,1.28,0,-2.7,-5.7,0.7,5.1
20030220,0.69,1.0165,1.28,0,-2,-6,3.4,2.8
20030221,0.69,1.0221,1.25,0,-0.1,-5.1,6.6,3.2
20030222,0.74,1.0272,1.29,0,-0.2,-3.7,4.8,3.4
20030223,0.76,1.0317,1.29,0,0.7,-3.5,6.5,3
20030224,0.63,1.0285,1.4,0,3.7,-1.9,10.4,4
20030225,0.58,1.0218,1.38,0,3.8,-1.5,10.9,3.8
20030226,0.55,1.0164,1.18,0,6.7,0.5,13.9,3.9
20030227,0.56,1.0185,1.27,0,5.4,-1.2,13.8,4.1
20030228,0.59,1.025,1.27,0,8.4,2.9,14.2,4.6
20030301,0.66,1.0208,1.13,0.24,9.5,4.2,15.7,4.2
20030302,0.82,1.0156,0.57,0.52,7.3,4.8,10.5,5.1
20030303,0.78,1.0209,0.57,0,5.3,1.8,8.8,3.4
20030304,0.75,1.0235,1.56,0,5.4,-0.3,11.3,3.4
20030305,0.64,1.0187,1.46,0,10.3,5.2,16.9,2.8
20030306,0.8,1.0174,0.33,0.32,6.9,4.4,11.6,3.6
20030307,0.69,1.0231,1.48,0,6.3,1.7,10.8,4.2
20030308,0.67,1.026,1.21,0,6.8,2.7,11.8,3.4
20030309,0.59,1.0263,1.49,0,8.8,3.2,16.5,2.9
20030310,0.53,1.027,1.74,0,10.8,3.2,19.2,1.9
20030311,0.44,1.022,1.28,0,14.2,7.3,22,4.2
20030312,0.67,1.0242,0.26,0.37,10.3,4.5,15.6,4.2
20030313,0.72,1.0303,1.22,0,7,3.8,12.1,6.9
20030314,0.48,1.0289,1.88,0,5,0.3,10,6.4
20030315,0.56,1.0344,1.76,0,3.7,-1.5,9.6,5.9
20030316,0.52,1.0378,1.88,0,4.6,-1.3,12.2,4.4
20030317,0.53,1.0323,1.8,0,5.7,-1.6,13,3.9
20030318,0.65,1.029,1.78,0,5.9,-0.7,12.5,5.4
20030319,0.58,1.0273,1.85,0,6.5,-1.4,14.3,3
20030320,0.53,1.0249,1.96,0,8,0.1,16.1,2.2
20030321,0.63,1.0224,1.69,0,4.8,-0.2,11.8,2.5
20030322,0.54,1.0228,1.86,0,6.6,-0.6,13.7,4.6
20030323,0.42,1.0264,1.99,0,8.7,1.5,16.9,3.4
20030324,0.5,1.0278,1.91,0,10.9,2.6,19.2,2.4
20030325,0.49,1.0222,1.91,0,11.9,4,19.7,1.8
20030326,0.46,1.0179,2,0,11.6,3.4,20,2.1
20030327,0.47,1.0167,1.7,0,12.7,4.5,20.5,2.5
20030328,0.54,1.0136,0.96,0.02,14.6,10.1,19.3,2.4
20030329,0.61,1.0139,1.35,0.12,14.4,8.7,19.1,1.4
20030330,0.74,1.0142,1.33,0.01,13.9,10.3,18.7,4.4
20030331,0.68,1.0195,1.22,0,11.6,5.1,15.8,3.9
